Year,Quarter,LGA (Local Government Areas),Dwelling Types,Bedroom Numbers,"First Quartile Weekly Rent for New Bonds
$","Median Weekly Rent for New Bonds
$","Third Quartile Weekly Rent for New Bonds
$","New Bonds Lodged
No.","Total Bonds Held
No.",Quarterly change in Median Weekly Rent,Annual change in Median Weekly Rent,Quarterly change in New Bonds Lodged,Annual change in New Bonds Lodged
2018,2,Warrumbungle,Other,Total,-,-,-,-,35.00,-,-,-,-
2018,2,Warrumbungle,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2018,2,Warrumbungle,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2018,2,Warrumbungle,Other,Not Specified,-,-,-,-,-,-,-,-,-
2018,2,Warrumbungle,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2018,2,Warrumbungle,Other,3 Bedrooms,-,-,-,-,s,-,-,-,-
2018,2,Warrumbungle,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2018,2,Warrumbungle,Townhouse,Total,-,-,-,-,s,-,-,-,-
2018,2,Warrumbungle,Townhouse,Bedsitter,-,-,-,-,-,-,-,-,-
2018,2,Warrumbungle,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2018,2,Warrumbungle,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2018,2,Warrumbungle,Townhouse,2 Bedrooms,-,-,-,-,-,-,-,-,-
2018,2,Warrumbungle,Townhouse,3 Bedrooms,-,-,-,-,-,-,-,-,-
2018,2,Warrumbungle,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2018,2,Warrumbungle,Flat/Unit,Total,-,-,-,-,73.00,-,-,-,-
2018,2,Warrumbungle,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2018,2,Warrumbungle,Flat/Unit,1 Bedroom,-,-,-,-,s,-,-,-,-
2018,2,Warrumbungle,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2018,2,Warrumbungle,Flat/Unit,2 Bedrooms,-,-,-,-,46.00,-,-,-,-
2018,2,Warrumbungle,Flat/Unit,3 Bedrooms,-,-,-,-,-,-,-,-,-
2018,2,Warrumbungle,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2018,2,Weddin,Total,Total,-,-,-,-,120.00,-,-,-,-
2018,2,Weddin,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2018,2,Weddin,Total,1 Bedroom,-,-,-,-,s,-,-,-,-
2018,2,Weddin,Total,Not Specified,-,-,-,-,-,-,-,-,-
2018,2,Weddin,Total,2 Bedrooms,-,-,-,-,40.00,-,-,-,-
2018,2,Weddin,Total,3 Bedrooms,-,-,-,-,40.00,-,-,-,-
2018,2,Weddin,Total,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2018,2,Weddin,House,Total,-,-,-,-,74.00,-,-,-,-
2018,2,Weddin,House,Bedsitter,-,-,-,-,-,-,-,-,-
2018,2,Weddin,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2018,2,Weddin,House,Not Specified,-,-,-,-,-,-,-,-,-
2018,2,Weddin,House,2 Bedrooms,-,-,-,-,s,-,-,-,-
2018,2,Weddin,House,3 Bedrooms,-,-,-,-,37.00,-,-,-,-
2018,2,Weddin,House,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2018,2,Weddin,Other,Total,-,-,-,-,-,-,-,-,-
2018,2,Weddin,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2018,2,Weddin,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2018,2,Weddin,Other,Not Specified,-,-,-,-,-,-,-,-,-
2018,2,Weddin,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2018,2,Weddin,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2018,2,Weddin,Townhouse,Total,-,-,-,-,-,-,-,-,-
2018,2,Weddin,Townhouse,Bedsitter,-,-,-,-,-,-,-,-,-
2018,2,Weddin,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2018,2,Weddin,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2018,2,Weddin,Townhouse,2 Bedrooms,-,-,-,-,-,-,-,-,-
2018,2,Weddin,Townhouse,3 Bedrooms,-,-,-,-,-,-,-,-,-
2018,2,Weddin,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2018,2,Weddin,Flat/Unit,Total,-,-,-,-,40.00,-,-,-,-
2018,2,Weddin,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2018,2,Weddin,Flat/Unit,1 Bedroom,-,-,-,-,s,-,-,-,-
2018,2,Weddin,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2018,2,Weddin,Flat/Unit,2 Bedrooms,-,-,-,-,s,-,-,-,-
2018,2,Weddin,Flat/Unit,3 Bedrooms,-,-,-,-,-,-,-,-,-
2018,2,Weddin,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2018,2,Wentworth,Total,Total,110,170,265,63.00,364.00,-10.53%,-17.07%,-21.25%,125.00%
2018,2,Wentworth,Total,1 Bedroom,-,-,-,-,36.00,-,-,-,-
2018,2,Wentworth,Total,Not Specified,-,-,-,-,s,-,-,-,-
2018,2,Wentworth,Total,2 Bedrooms,168,170,215,s,118.00,-10.53%,-15.00%,-47.62%,37.50%
2018,2,Wentworth,Total,3 Bedrooms,110,250,315,s,140.00,19.05%,19.05%,-8.00%,91.67%
2018,2,Wentworth,Total,4 or more Bedrooms,110,110,195,s,58.00,10.00%,-70.07%,-20.69%,475.00%
2018,2,Wentworth,House,Total,110,110,300,49.00,216.00,-38.89%,-47.62%,-18.33%,157.89%
2018,2,Wentworth,House,Bedsitter,-,-,-,-,-,-,-,-,-
2018,2,Wentworth,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2018,2,Wentworth,House,Not Specified,-,-,-,-,-,-,-,-,-
2018,2,Wentworth,House,2 Bedrooms,-,-,-,-,34.00,-,-,-,-
2018,2,Wentworth,House,3 Bedrooms,110,250,323,s,120.00,13.64%,19.05%,4.76%,120.00%
2018,2,Wentworth,House,4 or more Bedrooms,110,110,195,s,56.00,10.00%,-70.07%,-17.86%,475.00%
2018,2,Wentworth,Other,Total,-,-,-,-,s,-,-,-,-
2018,2,Wentworth,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2018,2,Wentworth,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2018,2,Wentworth,Other,Not Specified,-,-,-,-,-,-,-,-,-
2018,2,Wentworth,Other,2 Bedrooms,-,-,-,-,-,-,-,-,-
2018,2,Wentworth,Other,3 Bedrooms,-,-,-,-,-,-,-,-,-
2018,2,Wentworth,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2018,2,Wentworth,Townhouse,Total,-,-,-,-,-,-,-,-,-
2018,2,Wentworth,Townhouse,Bedsitter,-,-,-,-,-,-,-,-,-
2018,2,Wentworth,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2018,2,Wentworth,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2018,2,Wentworth,Townhouse,2 Bedrooms,-,-,-,-,-,-,-,-,-
2018,2,Wentworth,Townhouse,3 Bedrooms,-,-,-,-,-,-,-,-,-
2018,2,Wentworth,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2018,2,Wentworth,Flat/Unit,Total,-,-,-,-,119.00,-,-,-,-
2018,2,Wentworth,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2018,2,Wentworth,Flat/Unit,1 Bedroom,-,-,-,-,s,-,-,-,-
2018,2,Wentworth,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2018,2,Wentworth,Flat/Unit,2 Bedrooms,-,-,-,-,77.00,-,-,-,-
2018,2,Wentworth,Flat/Unit,3 Bedrooms,-,-,-,-,-,-,-,-,-
2018,2,Wentworth,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2018,2,Wingecarribee,Total,Total,390,480,580,297.00,2761.00,0.00%,6.67%,3.85%,10.41%
2018,2,Wingecarribee,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2018,2,Wingecarribee,Total,1 Bedroom,250,280,308,s,186.00,-13.85%,-6.67%,28.57%,-28.00%
2018,2,Wingecarribee,Total,Not Specified,338,550,661,s,139.00,13.40%,37.50%,50.00%,-14.29%
2018,2,Wingecarribee,Total,2 Bedrooms,350,380,450,72.00,575.00,2.70%,-2.56%,35.85%,24.14%
2018,2,Wingecarribee,Total,3 Bedrooms,425,473,505,100.00,1112.00,-1.56%,-0.53%,-17.36%,-0.99%
2018,2,Wingecarribee,Total,4 or more Bedrooms,530,600,685,95.00,740.00,0.00%,0.00%,5.56%,37.68%
2018,2,Wingecarribee,House,Total,440,500,600,221.00,1894.00,0.00%,0.50%,6.76%,24.16%
2018,2,Wingecarribee,House,Bedsitter,-,-,-,-,-,-,-,-,-
2018,2,Wingecarribee,House,1 Bedroom,-,-,-,-,s,-,-,-,-
2018,2,Wingecarribee,House,Not Specified,-,-,-,-,67.00,-,-,-,-
2018,2,Wingecarribee,House,2 Bedrooms,380,400,450,31.00,185.00,8.11%,-4.76%,106.67%,72.22%
2018,2,Wingecarribee,House,3 Bedrooms,425,470,500,86.00,918.00,-1.05%,-0.53%,-14.85%,4.88%
2018,2,Wingecarribee,House,4 or more Bedrooms,530,600,683,92.00,696.00,0.00%,0.84%,9.52%,37.31%
2018,2,Wingecarribee,Other,Total,310,380,620,s,212.00,-20.00%,-5.00%,-35.00%,-43.48%
2018,2,Wingecarribee,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2018,2,Wingecarribee,Other,1 Bedroom,-,-,-,-,s,-,-,-,-
2018,2,Wingecarribee,Other,Not Specified,-,-,-,-,54.00,-,-,-,-
2018,2,Wingecarribee,Other,2 Bedrooms,-,-,-,-,43.00,-,-,-,-
2018,2,Wingecarribee,Other,3 Bedrooms,-,-,-,-,63.00,-,-,-,-
2018,2,Wingecarribee,Other,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2018,2,Wingecarribee,Townhouse,Total,-,-,-,-,142.00,-,-,-,-
2018,2,Wingecarribee,Townhouse,Bedsitter,-,-,-,-,-,-,-,-,-
2018,2,Wingecarribee,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2018,2,Wingecarribee,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2018,2,Wingecarribee,Townhouse,2 Bedrooms,-,-,-,-,51.00,-,-,-,-
2018,2,Wingecarribee,Townhouse,3 Bedrooms,-,-,-,-,74.00,-,-,-,-
2018,2,Wingecarribee,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2018,2,Wingecarribee,Flat/Unit,Total,300,350,380,53.00,513.00,-5.41%,-1.41%,35.90%,-5.36%
2018,2,Wingecarribee,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2018,2,Wingecarribee,Flat/Unit,1 Bedroom,245,280,280,s,138.00,-12.50%,7.69%,37.50%,-26.67%
2018,2,Wingecarribee,Flat/Unit,Not Specified,-,-,-,-,s,-,-,-,-
2018,2,Wingecarribee,Flat/Unit,2 Bedrooms,340,360,380,33.00,296.00,0.00%,2.86%,43.48%,10.00%
2018,2,Wingecarribee,Flat/Unit,3 Bedrooms,-,-,-,-,57.00,-,-,-,-
2018,2,Wingecarribee,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2018,2,Yass Valley,Total,Total,300,380,420,61.00,582.00,5.56%,8.57%,35.56%,10.91%
2018,2,Yass Valley,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2018,2,Yass Valley,Total,1 Bedroom,-,-,-,-,s,-,-,-,-
2018,2,Yass Valley,Total,Not Specified,-,-,-,-,33.00,-,-,-,-
2018,2,Yass Valley,Total,2 Bedrooms,-,-,-,-,130.00,-,-,-,-
2018,2,Yass Valley,Total,3 Bedrooms,355,380,400,31.00,272.00,2.70%,8.57%,93.75%,29.17%
2018,2,Yass Valley,Total,4 or more Bedrooms,-,-,-,-,123.00,-,-,-,-
2018,2,Yass Valley,House,Total,335,385,435,39.00,395.00,-11.49%,1.32%,39.29%,0.00%
2018,2,Yass Valley,House,Bedsitter,-,-,-,-,-,-,-,-,-
2018,2,Yass Valley,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2018,2,Yass Valley,House,Not Specified,-,-,-,-,s,-,-,-,-
2018,2,Yass Valley,House,2 Bedrooms,-,-,-,-,52.00,-,-,-,-
2018,2,Yass Valley,House,3 Bedrooms,350,385,420,s,215.00,-2.53%,10.00%,150.00%,19.05%
2018,2,Yass Valley,House,4 or more Bedrooms,-,-,-,-,112.00,-,-,-,-
2018,2,Yass Valley,Other,Total,-,-,-,-,54.00,-,-,-,-
2018,2,Yass Valley,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2018,2,Yass Valley,Other,1 Bedroom,-,-,-,-,-,-,-,-,-
2018,2,Yass Valley,Other,Not Specified,-,-,-,-,s,-,-,-,-
2018,2,Yass Valley,Other,2 Bedrooms,-,-,-,-,s,-,-,-,-
2018,2,Yass Valley,Other,3 Bedrooms,-,-,-,-,s,-,-,-,-
2018,2,Yass Valley,Other,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2018,2,Yass Valley,Townhouse,Total,-,-,-,-,69.00,-,-,-,-
2018,2,Yass Valley,Townhouse,Bedsitter,-,-,-,-,-,-,-,-,-
2018,2,Yass Valley,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2018,2,Yass Valley,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2018,2,Yass Valley,Townhouse,2 Bedrooms,-,-,-,-,33.00,-,-,-,-
2018,2,Yass Valley,Townhouse,3 Bedrooms,-,-,-,-,33.00,-,-,-,-
2018,2,Yass Valley,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2018,2,Yass Valley,Flat/Unit,Total,-,-,-,-,64.00,-,-,-,-
2018,2,Yass Valley,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2018,2,Yass Valley,Flat/Unit,1 Bedroom,-,-,-,-,s,-,-,-,-
2018,2,Yass Valley,Flat/Unit,Not Specified,-,-,-,-,-,-,-,-,-
2018,2,Yass Valley,Flat/Unit,2 Bedrooms,-,-,-,-,33.00,-,-,-,-
2018,2,Yass Valley,Flat/Unit,3 Bedrooms,-,-,-,-,s,-,-,-,-
2018,2,Yass Valley,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2018,4,Total,Total,Total,260,330,400,14046.00,143004.00,0.00%,3.13%,-2.62%,0.62%
2018,4,Total,Total,Bedsitter,150,183,230,46.00,541.00,-10.98%,-1.35%,-2.13%,-14.81%
2018,4,Total,Total,1 Bedroom,170,200,260,1146.00,10668.00,-4.76%,0.00%,2.14%,10.51%
2018,4,Total,Total,Not Specified,260,330,390,491.00,9053.00,4.76%,3.13%,5.14%,-13.10%
2018,4,Total,Total,2 Bedrooms,230,280,325,3968.00,42562.00,0.00%,3.70%,-2.15%,0.48%
2018,4,Total,Total,3 Bedrooms,300,350,410,5713.00,56864.00,0.00%,2.94%,-4.38%,0.23%
2018,4,Total,Total,4 or more Bedrooms,380,440,500,2682.00,23316.00,2.33%,4.76%,-2.76%,1.06%
2018,4,Total,House,Total,300,360,440,8406.00,79450.00,1.12%,2.86%,-2.61%,2.80%
2018,4,Total,House,Bedsitter,-,-,-,-,70.00,-,-,-,-
2018,4,Total,House,1 Bedroom,165,200,270,159.00,1041.00,-13.04%,-9.09%,1.27%,31.40%
2018,4,Total,House,Not Specified,320,360,420,223.00,3199.00,5.88%,0.00%,14.36%,8.25%
2018,4,Total,House,2 Bedrooms,241,290,330,1042.00,10025.00,3.57%,3.57%,-2.71%,6.33%
2018,4,Total,House,3 Bedrooms,290,350,400,4437.00,43495.00,0.00%,4.48%,-3.52%,1.35%
2018,4,Total,House,4 or more Bedrooms,380,440,510,2543.00,21620.00,2.33%,4.76%,-2.15%,2.25%
2018,4,Total,Other,Total,240,320,390,791.00,13482.00,0.00%,3.23%,-7.92%,-20.26%
2018,4,Total,Other,Bedsitter,150,165,180,s,189.00,-8.33%,-2.94%,30.77%,-15.00%
2018,4,Total,Other,1 Bedroom,160,210,255,121.00,1513.00,5.00%,5.00%,0.83%,9.01%
2018,4,Total,Other,Not Specified,240,315,390,169.00,4011.00,1.61%,-1.56%,0.60%,-29.88%
2018,4,Total,Other,2 Bedrooms,250,300,350,186.00,3264.00,3.45%,11.11%,-8.82%,-19.83%
2018,4,Total,Other,3 Bedrooms,300,360,423,232.00,3453.00,0.00%,5.88%,-17.44%,-18.31%
2018,4,Total,Other,4 or more Bedrooms,350,400,481,66.00,1052.00,0.00%,0.63%,-9.59%,-36.54%
2018,4,Total,Townhouse,Total,315,375,440,1007.00,9469.00,1.35%,7.14%,-4.37%,-0.49%
2018,4,Total,Townhouse,Bedsitter,-,-,-,-,-,-,-,-,-
2018,4,Total,Townhouse,1 Bedroom,210,273,343,s,225.00,9.00%,6.86%,12.50%,-21.74%
2018,4,Total,Townhouse,Not Specified,315,330,373,s,235.00,1.54%,-7.04%,25.00%,-31.82%
2018,4,Total,Townhouse,2 Bedrooms,280,320,380,378.00,3781.00,-3.03%,0.00%,-3.08%,-6.44%
2018,4,Total,Townhouse,3 Bedrooms,350,400,475,556.00,4874.00,0.00%,2.56%,-6.24%,4.91%
2018,4,Total,Townhouse,4 or more Bedrooms,390,420,481,40.00,346.00,0.00%,5.00%,-4.76%,21.21%
2018,4,Total,Flat/Unit,Total,205,260,320,3842.00,40603.00,-1.89%,1.96%,-1.00%,1.69%
2018,4,Total,Flat/Unit,Bedsitter,158,200,228,s,274.00,3.90%,8.11%,12.50%,-6.90%
2018,4,Total,Flat/Unit,1 Bedroom,170,200,250,848.00,7889.00,0.00%,0.00%,2.29%,8.44%
2018,4,Total,Flat/Unit,Not Specified,200,243,300,84.00,1608.00,-4.90%,-5.83%,-8.70%,-12.50%
2018,4,Total,Flat/Unit,2 Bedrooms,220,265,310,2362.00,25492.00,-1.85%,1.92%,-1.17%,1.24%
2018,4,Total,Flat/Unit,3 Bedrooms,295,350,400,488.00,5042.00,3.70%,5.26%,-2.79%,-3.94%
2018,4,Total,Flat/Unit,4 or more Bedrooms,345,420,500,33.00,298.00,9.09%,7.69%,-25.00%,10.00%
2018,4,Albury,Total,Total,220,280,340,622.00,5876.00,0.00%,0.00%,-4.45%,-3.72%
2018,4,Albury,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2018,4,Albury,Total,1 Bedroom,150,170,190,54.00,481.00,-2.86%,3.03%,-5.26%,-1.82%
2018,4,Albury,Total,Not Specified,-,-,-,-,232.00,-,-,-,-
2018,4,Albury,Total,2 Bedrooms,185,230,265,239.00,2261.00,4.55%,0.00%,2.14%,5.75%
2018,4,Albury,Total,3 Bedrooms,280,300,340,221.00,2020.00,0.00%,0.00%,-5.15%,-11.95%
2018,4,Albury,Total,4 or more Bedrooms,350,400,446,100.00,873.00,3.90%,2.56%,-13.04%,-2.91%
2018,4,Albury,House,Total,280,320,380,304.00,2764.00,0.00%,0.00%,-15.32%,-7.60%
2018,4,Albury,House,Bedsitter,-,-,-,-,-,-,-,-,-
2018,4,Albury,House,1 Bedroom,-,-,-,-,s,-,-,-,-
2018,4,Albury,House,Not Specified,-,-,-,-,80.00,-,-,-,-
2018,4,Albury,House,2 Bedrooms,206,250,283,36.00,283.00,2.04%,0.00%,-7.69%,-7.69%
2018,4,Albury,House,3 Bedrooms,284,310,350,168.00,1554.00,3.33%,3.33%,-16.00%,-8.20%
2018,4,Albury,House,4 or more Bedrooms,350,400,445,93.00,818.00,3.90%,2.56%,-15.45%,-7.00%
2018,4,Albury,Other,Total,190,240,268,s,397.00,-4.00%,-18.64%,72.73%,26.67%
2018,4,Albury,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2018,4,Albury,Other,1 Bedroom,-,-,-,-,57.00,-,-,-,-
2018,4,Albury,Other,Not Specified,-,-,-,-,89.00,-,-,-,-
2018,4,Albury,Other,2 Bedrooms,-,-,-,-,136.00,-,-,-,-
2018,4,Albury,Other,3 Bedrooms,-,-,-,-,83.00,-,-,-,-
2018,4,Albury,Other,4 or more Bedrooms,-,-,-,-,31.00,-,-,-,-
2018,4,Albury,Townhouse,Total,265,283,320,68.00,487.00,4.63%,-2.59%,54.55%,6.25%
2018,4,Albury,Townhouse,Bedsitter,-,-,-,-,-,-,-,-,-
2018,4,Albury,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2018,4,Albury,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2018,4,Albury,Townhouse,2 Bedrooms,250,270,280,33.00,266.00,3.85%,0.93%,13.79%,17.86%
2018,4,Albury,Townhouse,3 Bedrooms,285,310,335,s,189.00,0.00%,1.64%,107.69%,-12.90%
2018,4,Albury,Townhouse,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2018,4,Albury,Flat/Unit,Total,170,205,250,231.00,2228.00,2.50%,-3.53%,-2.53%,-2.94%
2018,4,Albury,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2018,4,Albury,Flat/Unit,1 Bedroom,150,170,190,43.00,396.00,-5.56%,6.25%,-14.00%,-12.24%
2018,4,Albury,Flat/Unit,Not Specified,-,-,-,-,54.00,-,-,-,-
2018,4,Albury,Flat/Unit,2 Bedrooms,180,210,250,163.00,1576.00,0.00%,-4.55%,1.24%,4.49%
2018,4,Albury,Flat/Unit,3 Bedrooms,266,288,318,s,194.00,15.00%,10.58%,15.79%,-24.14%
2018,4,Albury,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2018,4,Armidale Regional,Total,Total,250,300,370,348.00,3283.00,0.00%,1.69%,16.00%,-8.42%
2018,4,Armidale Regional,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2018,4,Armidale Regional,Total,1 Bedroom,151,185,200,s,360.00,-2.63%,4.23%,7.14%,-28.57%
2018,4,Armidale Regional,Total,Not Specified,-,-,-,-,202.00,-,-,-,-
2018,4,Armidale Regional,Total,2 Bedrooms,235,263,290,108.00,1062.00,5.00%,9.38%,4.85%,-9.24%
2018,4,Armidale Regional,Total,3 Bedrooms,300,340,365,131.00,1134.00,0.00%,3.03%,22.43%,0.00%
2018,4,Armidale Regional,Total,4 or more Bedrooms,385,420,460,69.00,518.00,5.00%,2.44%,18.97%,-10.39%
2018,4,Armidale Regional,House,Total,290,340,400,218.00,1730.00,0.00%,0.00%,20.44%,-3.54%
2018,4,Armidale Regional,House,Bedsitter,-,-,-,-,-,-,-,-,-
2018,4,Armidale Regional,House,1 Bedroom,138,150,180,s,63.00,-9.09%,7.14%,120.00%,-26.67%
2018,4,Armidale Regional,House,Not Specified,-,-,-,-,55.00,-,-,-,-
2018,4,Armidale Regional,House,2 Bedrooms,260,280,290,s,199.00,9.80%,12.00%,-14.29%,-17.24%
2018,4,Armidale Regional,House,3 Bedrooms,300,340,365,113.00,913.00,0.00%,1.49%,25.56%,4.63%
2018,4,Armidale Regional,House,4 or more Bedrooms,385,420,468,66.00,498.00,5.00%,1.82%,15.79%,-10.81%
2018,4,Armidale Regional,Other,Total,-,-,-,-,224.00,-,-,-,-
2018,4,Armidale Regional,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2018,4,Armidale Regional,Other,1 Bedroom,-,-,-,-,48.00,-,-,-,-
2018,4,Armidale Regional,Other,Not Specified,-,-,-,-,85.00,-,-,-,-
2018,4,Armidale Regional,Other,2 Bedrooms,-,-,-,-,47.00,-,-,-,-
2018,4,Armidale Regional,Other,3 Bedrooms,-,-,-,-,31.00,-,-,-,-
2018,4,Armidale Regional,Other,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2018,4,Armidale Regional,Townhouse,Total,-,-,-,-,59.00,-,-,-,-
2018,4,Armidale Regional,Townhouse,Bedsitter,-,-,-,-,-,-,-,-,-
2018,4,Armidale Regional,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2018,4,Armidale Regional,Townhouse,Not Specified,-,-,-,-,-,-,-,-,-
2018,4,Armidale Regional,Townhouse,2 Bedrooms,-,-,-,-,s,-,-,-,-
2018,4,Armidale Regional,Townhouse,3 Bedrooms,-,-,-,-,36.00,-,-,-,-
2018,4,Armidale Regional,Townhouse,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2018,4,Armidale Regional,Flat/Unit,Total,210,250,289,118.00,1270.00,0.00%,5.26%,12.38%,-10.61%
2018,4,Armidale Regional,Flat/Unit,Bedsitter,-,-,-,-,-,-,-,-,-
2018,4,Armidale Regional,Flat/Unit,1 Bedroom,183,190,200,s,248.00,0.00%,5.56%,-19.05%,-29.17%
2018,4,Armidale Regional,Flat/Unit,Not Specified,-,-,-,-,61.00,-,-,-,-
2018,4,Armidale Regional,Flat/Unit,2 Bedrooms,233,250,280,83.00,796.00,0.00%,5.26%,16.90%,-3.49%
2018,4,Armidale Regional,Flat/Unit,3 Bedrooms,288,320,363,s,154.00,0.00%,8.47%,-8.33%,-42.11%
2018,4,Armidale Regional,Flat/Unit,4 or more Bedrooms,-,-,-,-,-,-,-,-,-
2018,4,Ballina,Total,Total,380,470,560,316.00,3759.00,-4.08%,4.44%,-8.67%,-5.39%
2018,4,Ballina,Total,Bedsitter,-,-,-,-,-,-,-,-,-
2018,4,Ballina,Total,1 Bedroom,240,300,350,s,201.00,-3.23%,3.45%,35.29%,76.92%
2018,4,Ballina,Total,Not Specified,-,-,-,-,212.00,-,-,-,-
2018,4,Ballina,Total,2 Bedrooms,330,380,400,94.00,1202.00,0.00%,2.70%,-10.48%,-5.05%
2018,4,Ballina,Total,3 Bedrooms,458,500,560,140.00,1577.00,-2.91%,4.17%,-6.67%,-4.11%
2018,4,Ballina,Total,4 or more Bedrooms,565,635,695,56.00,562.00,5.83%,4.10%,-22.22%,-11.11%
2018,4,Ballina,House,Total,460,530,620,153.00,1590.00,-1.85%,0.00%,-8.38%,2.68%
2018,4,Ballina,House,Bedsitter,-,-,-,-,-,-,-,-,-
2018,4,Ballina,House,1 Bedroom,-,-,-,-,-,-,-,-,-
2018,4,Ballina,House,Not Specified,-,-,-,-,59.00,-,-,-,-
2018,4,Ballina,House,2 Bedrooms,380,395,440,s,158.00,-14.13%,5.33%,13.33%,30.77%
2018,4,Ballina,House,3 Bedrooms,460,500,560,86.00,862.00,-3.85%,3.09%,1.18%,17.81%
2018,4,Ballina,House,4 or more Bedrooms,583,650,695,50.00,500.00,8.33%,6.56%,-21.87%,-12.28%
2018,4,Ballina,Other,Total,280,400,500,37.00,441.00,-11.11%,5.26%,19.35%,37.04%
2018,4,Ballina,Other,Bedsitter,-,-,-,-,-,-,-,-,-
2018,4,Ballina,Other,1 Bedroom,-,-,-,-,59.00,-,-,-,-
2018,4,Ballina,Other,Not Specified,-,-,-,-,94.00,-,-,-,-
2018,4,Ballina,Other,2 Bedrooms,300,350,410,s,127.00,-2.10%,62.79%,116.67%,550.00%
2018,4,Ballina,Other,3 Bedrooms,478,500,530,s,140.00,1.01%,16.28%,-33.33%,9.09%
2018,4,Ballina,Other,4 or more Bedrooms,-,-,-,-,s,-,-,-,-
2018,4,Ballina,Townhouse,Total,433,550,574,38.00,481.00,10.00%,22.22%,-25.49%,-34.48%
2018,4,Ballina,Townhouse,Bedsitter,-,-,-,-,-,-,-,-,-
2018,4,Ballina,Townhouse,1 Bedroom,-,-,-,-,-,-,-,-,-
2018,4,Ballina,Townhouse,Not Specified,-,-,-,-,s,-,-,-,-
2018,4,Ballina,Townhouse,2 Bedrooms,-,-,-,-,149.00,-,-,-,-
